 #normalor:  0.000000000000000E+000
  0.000000000000000E+000  9.999976717136982E-007  3.141592653589793E-003
  3.141592653589793E-003  9.999976717136982E-007  3.141592653589793E-003
  6.283185307179587E-003  9.999976717136982E-007  3.141592653589793E-003
  9.424777960769379E-003  9.999976717136982E-007  3.141592653589793E-003
  1.256637061435917E-002  9.999976717136982E-007  3.141592653589793E-003
  1.570796326794897E-002  9.999976717136982E-007  3.141592653589793E-003
  1.884955592153876E-002  1.278722316875128E-006  3.141592653589793E-003
  2.199114857512855E-002  1.633363688937937E-006  3.141592653589793E-003
  2.513274122871835E-002  2.082247194168409E-006  3.141592653589793E-003
  2.827433388230814E-002  2.649258958115572E-006  3.141592653589793E-003
  3.141592653589793E-002  3.364025464118572E-006  3.141592653589793E-003
  3.455751918948773E-002  4.263211459620589E-006  3.141592653589793E-003
  3.769911184307752E-002  5.392090984789384E-006  3.141592653589793E-003
  4.084070449666731E-002  6.806444160537059E-006  3.141592653589793E-003
  4.398229715025710E-002  8.574841421867592E-006  3.141592653589793E-003
  4.712388980384689E-002  1.078138725054079E-005  3.141592653589793E-003
  5.026548245743669E-002  1.352900729166361E-005  3.141592653589793E-003
  5.340707511102648E-002  1.694337618081726E-005  3.141592653589793E-003
  5.654866776461627E-002  2.117759861377254E-005  3.141592653589793E-003
  5.969026041820606E-002  2.641777331224931E-005  3.141592653589793E-003
  6.283185307179585E-002  3.288958872586074E-005  3.141592653589793E-003
  6.597344572538565E-002  4.086612070407835E-005  3.141592653589793E-003
  6.911503837897544E-002  5.067702610148535E-005  3.141592653589793E-003
  7.225663103256523E-002  6.271935245416363E-005  3.141592653589793E-003
  7.539822368615502E-002  7.747021256733982E-005  3.141592653589793E-003
  7.853981633974481E-002  9.550160413164374E-005  3.141592653589793E-003
  8.168140899333461E-002  1.174976883395124E-004  3.141592653589793E-003
  8.482300164692440E-002  1.442748778504839E-004  3.141592653589793E-003
  8.796459430051419E-002  1.768051232321953E-004  3.141592653589793E-003
  9.110618695410398E-002  2.162428279795510E-004  3.141592653589793E-003
  9.424777960769377E-002  2.639558650890184E-004  3.141592653589793E-003
  9.738937226128357E-002  3.215612125296133E-004  3.141592653589793E-003
  0.100530964914873       3.909657702723499E-004  3.141592653589793E-003
  0.103672557568463       4.744129671404898E-004  3.141592653589793E-003
  0.106814150222053       5.745358107915881E-004  3.141592653589793E-003
  0.109955742875643       6.944170776362266E-004  3.141592653589793E-003
  0.113097335529233       8.376573802491561E-004  3.141592653589793E-003
  0.116238928182822       1.008451886452457E-003  3.141592653589793E-003
  0.119380520836412       1.211676495157160E-003  3.141592653589793E-003
  0.122522113490002       1.452984297439445E-003  3.141592653589793E-003
  0.125663706143592       1.738913165186633E-003  3.141592653589793E-003
  0.128805298797181       2.077005311756209E-003  3.141592653589793E-003
  0.131946891450771       2.475939657028112E-003  3.141592653589793E-003
  0.135088484104361       2.945677800397211E-003  3.141592653589793E-003
  0.138230076757951       3.497624356893663E-003  3.141592653589793E-003
  0.141371669411541       4.144802340858413E-003  3.141592653589793E-003
  0.144513262065130       4.902044185487615E-003  3.141592653589793E-003
  0.147654854718720       5.786198862121232E-003  3.141592653589793E-003
  0.150796447372310       6.816355407460248E-003  3.141592653589793E-003
  0.153938040025900       8.014082977151180E-003  3.141592653589793E-003
  0.157079632679490       9.403687317782882E-003  3.141592653589793E-003
  0.160221225333079       1.101248328402161E-002  3.141592653589793E-003
  0.163362817986669       1.287108272150767E-002  3.141592653589793E-003
  0.166504410640259       1.501369668793716E-002  3.141592653589793E-003
  0.169646003293849       1.747845059380536E-002  3.141592653589793E-003
  0.172787595947439       2.030771041075156E-002  3.141592653589793E-003
  0.175929188601028       2.354841762039909E-002  3.141592653589793E-003
  0.179070781254618       2.725243006218578E-002  3.141592653589793E-003
  0.182212373908208       3.147686528827683E-002  3.141592653589793E-003
