 #normalor:  0.333747200000000     
    0.00000000   0.246379630E+01      0.01402497
    0.01402497   0.245951779E+01      0.01402497
    0.02804993   0.244332673E+01      0.01402497
    0.04207490   0.241554420E+01      0.01402497
    0.05609987   0.237670842E+01      0.01402497
    0.07012484   0.232755441E+01      0.01402497
    0.08414980   0.226898688E+01      0.01402497
    0.09817477   0.220204800E+01      0.01402497
    0.11219974   0.212788178E+01      0.01402497
    0.12622470   0.204769701E+01      0.01402497
    0.14024967   0.196273060E+01      0.01402497
    0.15427464   0.187421294E+01      0.01402497
    0.16829961   0.178333667E+01      0.01402497
    0.18232457   0.169122990E+01      0.01402497
    0.19634954   0.159893463E+01      0.01402497
    0.21037451   0.150739048E+01      0.01402497
    0.22439948   0.141742398E+01      0.01402497
    0.23842444   0.132974284E+01      0.01402497
    0.25244941   0.124493491E+01      0.01402497
    0.26647438   0.116347099E+01      0.01402497
    0.28049934   0.108571086E+01      0.01402497
    0.29452431   0.101191167E+01      0.01402497
    0.30854928   0.942238012E+00      0.01402497
    0.32257425   0.876772964E+00      0.01402497
    0.33659921   0.815529530E+00      0.01402497
    0.35062418   0.758461977E+00      0.01402497
    0.36464915   0.705476698E+00      0.01402497
    0.37867411   0.656442318E+00      0.01402497
    0.39269908   0.611198860E+00      0.01402497
    0.40672405   0.569565868E+00      0.01402497
    0.42074902   0.531349436E+00      0.01402497
    0.43477398   0.496348173E+00      0.01402497
    0.44879895   0.464358136E+00      0.01402497
    0.46282392   0.435176830E+00      0.01402497
    0.47684888   0.408606343E+00      0.01402497
    0.49087385   0.384455751E+00      0.01402497
    0.50489882   0.362542856E+00      0.01402497
    0.51892379   0.342695392E+00      0.01402497
    0.53294875   0.324751778E+00      0.01402497
    0.54697372   0.308561491E+00      0.01402497
    0.56099869   0.293985158E+00      0.01402497
    0.57502366   0.280894414E+00      0.01402497
    0.58904862   0.269171587E+00      0.01402497
    0.60307359   0.258709253E+00      0.01402497
    0.61709856   0.249409706E+00      0.01402497
    0.63112352   0.241184364E+00      0.01402497
    0.64514849   0.233953137E+00      0.01402497
    0.65917346   0.227643779E+00      0.01402497
    0.67319843   0.222191230E+00      0.01402497
    0.68722339   0.217536961E+00      0.01402497
    0.70124836   0.213628326E+00      0.01402497
    0.71527333   0.210417927E+00      0.01402497
    0.72929829   0.207862987E+00      0.01402497
    0.74332326   0.205924738E+00      0.01402497
    0.75734823   0.204567812E+00      0.01402497
    0.77137320   0.203759649E+00      0.01402497
    0.78539816   0.203469900E+00      0.01402497
    0.79942313   0.203669846E+00      0.01402497
    0.81344810   0.204331804E+00      0.01402497
    0.82747307   0.205428551E+00      0.01402497
