 Results for ntg,nwn,filling,cluster,ntot,ndim,inhgrid
        20040          800   0.8504996989410943      16B          100 
            2            0
 ed,u,beta,iter,run,meas,tprime,tperp
   0.3672198981288316         1.500000000000000         40.00000000000000      
            1         4800          500    0.000000000000000      
    0.000000000000000     
 nfocc=     <Sign>     skip
   0.4252498494705472       -0.2398516666666667                 1
 Vmax ,nuse, alpha, vblmax
          621           20   0.5100000000000000                 4
           mu**2            T*chi_ii(T)
  -0.1750679480483113        0.1917718533599496     
 iter             1  of             1
   configuration  v_tau,v_site, v_s  
   -1.000000000000000               357
    4577.000000000000                12            1
    11359.00000000000                 6           -1
    8013.000000000000                 9            1
    8240.000000000000                10            1
    9926.000000000000                10            1
    7904.000000000000                11           -1
    2563.000000000000                 7            1
    4896.000000000000                 8           -1
    11116.00000000000                 5           -1
    12753.00000000000                 2            1
    1310.000000000000                12            1
    2663.000000000000                 7            1
    2874.000000000000                15            1
    19576.00000000000                 4           -1
    2766.000000000000                15            1
    13074.00000000000                 6           -1
    12976.00000000000                 1           -1
    3562.000000000000                14           -1
    950.0000000000000                14           -1
    17249.00000000000                 9           -1
    12061.00000000000                 6           -1
    17274.00000000000                 4           -1
    9429.000000000000                 3            1
    2942.000000000000                 7            1
    3101.000000000000                10            1
    10537.00000000000                 6           -1
    19643.00000000000                 4           -1
    7623.000000000000                 4           -1
    9431.000000000000                 7            1
    9319.000000000000                13            1
    9079.000000000000                 6           -1
    17236.00000000000                 6           -1
    12316.00000000000                 8           -1
    9729.000000000000                 8           -1
    18250.00000000000                 5            1
    3253.000000000000                 2            1
    15567.00000000000                 8            1
    6192.000000000000                12           -1
    9687.000000000000                16           -1
    12932.00000000000                 1           -1
    87.00000000000000                 8            1
    12481.00000000000                10           -1
    17963.00000000000                 2           -1
    15507.00000000000                 9           -1
    15275.00000000000                16           -1
    7822.000000000000                 9            1
    15770.00000000000                11           -1
    14775.00000000000                 1           -1
    2716.000000000000                 6           -1
    6531.000000000000                 7            1
    5221.000000000000                 6           -1
    7450.000000000000                 3            1
    8940.000000000000                13            1
    6518.000000000000                 1           -1
    12676.00000000000                13            1
    8618.000000000000                 4           -1
    15254.00000000000                 8            1
    16389.00000000000                12           -1
    12907.00000000000                15            1
    15288.00000000000                 7           -1
    17015.00000000000                 3            1
    12327.00000000000                13            1
    16701.00000000000                 1            1
    9026.000000000000                 8           -1
    2749.000000000000                 6           -1
    9194.000000000000                 8           -1
    13327.00000000000                16           -1
    14625.00000000000                 4            1
    5387.000000000000                12            1
    15293.00000000000                 8            1
    10175.00000000000                 7            1
    11222.00000000000                 6           -1
    16835.00000000000                13            1
    993.0000000000000                14           -1
    2645.000000000000                 3           -1
    9566.000000000000                 5           -1
    6225.000000000000                 3            1
    2283.000000000000                10            1
    19173.00000000000                12            1
    14818.00000000000                 2            1
    15410.00000000000                13            1
    15047.00000000000                16           -1
    18112.00000000000                15            1
    19871.00000000000                 6           -1
    11000.00000000000                12            1
    17369.00000000000                 6           -1
    6561.000000000000                 6           -1
    10401.00000000000                11           -1
    7483.000000000000                 7            1
    18220.00000000000                10            1
    15237.00000000000                 7           -1
    15852.00000000000                 6           -1
    14718.00000000000                 3           -1
    14475.00000000000                 7           -1
    16944.00000000000                16           -1
    7873.000000000000                11           -1
    8980.000000000000                 8           -1
    17013.00000000000                 1            1
    10297.00000000000                14           -1
    30.00000000000000                14           -1
    1829.000000000000                12            1
    4131.000000000000                15            1
    1227.000000000000                12            1
    15874.00000000000                 5            1
    8090.000000000000                16            1
    5935.000000000000                 5            1
    13156.00000000000                 6           -1
    16971.00000000000                13            1
    18750.00000000000                11           -1
    14285.00000000000                 2            1
    14650.00000000000                 4            1
    10680.00000000000                 9            1
    5151.000000000000                10            1
    9435.000000000000                15            1
    4045.000000000000                13            1
    16507.00000000000                 5            1
    829.0000000000000                 6           -1
    19830.00000000000                13            1
    4482.000000000000                13            1
    18091.00000000000                 5            1
    8037.000000000000                15            1
    10129.00000000000                14           -1
    5550.000000000000                 6           -1
    14680.00000000000                14           -1
    17414.00000000000                 7           -1
    12814.00000000000                 2            1
    11786.00000000000                15            1
    17139.00000000000                 7           -1
    10810.00000000000                 2            1
    12573.00000000000                 8           -1
    7221.000000000000                 7            1
    12833.00000000000                 9           -1
    17665.00000000000                 3            1
    6562.000000000000                 2           -1
    6921.000000000000                14           -1
    3253.000000000000                 4            1
    7033.000000000000                 1           -1
    12424.00000000000                13            1
    9869.000000000000                 9            1
    32.00000000000000                12            1
    13100.00000000000                16           -1
    19080.00000000000                14           -1
    4780.000000000000                 1           -1
    6963.000000000000                11           -1
    6604.000000000000                 3            1
    3079.000000000000                12            1
    18245.00000000000                10            1
    18975.00000000000                10            1
    3665.000000000000                12            1
    16658.00000000000                 4           -1
    14313.00000000000                 4            1
    10511.00000000000                 9            1
    6197.000000000000                 6           -1
    8167.000000000000                 1           -1
    16737.00000000000                 4           -1
    8561.000000000000                12            1
    2985.000000000000                 5            1
    12783.00000000000                 6           -1
    9842.000000000000                13            1
    9692.000000000000                12            1
    2620.000000000000                 1           -1
    11216.00000000000                 1           -1
    3403.000000000000                 2            1
    10497.00000000000                 8           -1
    9972.000000000000                10            1
    655.0000000000000                11           -1
    8460.000000000000                10            1
    18578.00000000000                 9           -1
    18660.00000000000                12            1
    14232.00000000000                 7           -1
    6686.000000000000                15            1
    16321.00000000000                11           -1
    16694.00000000000                16           -1
    6414.000000000000                 2           -1
    4403.000000000000                 7           -1
    9592.000000000000                 5           -1
    7630.000000000000                 2           -1
    4358.000000000000                 9           -1
    9036.000000000000                 9            1
    9973.000000000000                 8           -1
    19119.00000000000                12            1
    18856.00000000000                11           -1
    7210.000000000000                 5           -1
    71.00000000000000                 4           -1
    813.0000000000000                13           -1
    3447.000000000000                 1           -1
    5330.000000000000                 4           -1
    4460.000000000000                 8            1
    373.0000000000000                 3            1
    92.00000000000000                 8            1
    19677.00000000000                15            1
    11846.00000000000                 9            1
    6780.000000000000                 1           -1
    483.0000000000000                 5            1
    19548.00000000000                 5            1
    12163.00000000000                 4           -1
    14651.00000000000                 1           -1
    2118.000000000000                16           -1
    8255.000000000000                 1           -1
    4093.000000000000                 3            1
    14699.00000000000                15            1
    11654.00000000000                11           -1
    18804.00000000000                 5            1
    12127.00000000000                12            1
    2179.000000000000                11           -1
    754.0000000000000                 5            1
    15009.00000000000                13           -1
    11440.00000000000                 5           -1
    10317.00000000000                 1           -1
    18679.00000000000                11           -1
    1724.000000000000                11           -1
    8263.000000000000                 7            1
    3648.000000000000                 7            1
    906.0000000000000                12            1
    13563.00000000000                14            1
    4667.000000000000                 9           -1
    6683.000000000000                 6           -1
    10055.00000000000                 8           -1
    3876.000000000000                14           -1
    7600.000000000000                10            1
    17488.00000000000                13            1
    1253.000000000000                13           -1
    3739.000000000000                 4           -1
    17401.00000000000                 8            1
    8367.000000000000                 9            1
    9699.000000000000                11           -1
    9684.000000000000                12            1
    13219.00000000000                14            1
    6474.000000000000                 6           -1
    19419.00000000000                 6           -1
    7946.000000000000                 2           -1
    14327.00000000000                 5            1
    14768.00000000000                11           -1
    404.0000000000000                 3            1
    7233.000000000000                11           -1
    7545.000000000000                 7            1
    6007.000000000000                 4           -1
    961.0000000000000                 2            1
    13612.00000000000                 2            1
    13715.00000000000                 7           -1
    8033.000000000000                14            1
    2638.000000000000                 4            1
    5814.000000000000                15            1
    6647.000000000000                10            1
    6452.000000000000                 8            1
    10760.00000000000                 5           -1
    15787.00000000000                 9           -1
    8032.000000000000                16            1
    9586.000000000000                 3            1
    14078.00000000000                13            1
    961.0000000000000                 2            1
    8868.000000000000                15            1
    9909.000000000000                 7            1
    8682.000000000000                 6           -1
    15228.00000000000                11           -1
    16143.00000000000                 3            1
    12266.00000000000                 5            1
    12415.00000000000                 6           -1
    17899.00000000000                 1            1
    14685.00000000000                 4            1
    3782.000000000000                 6           -1
    5788.000000000000                12            1
    18826.00000000000                13            1
    9585.000000000000                 7            1
    18251.00000000000                 3           -1
    6473.000000000000                10            1
    6335.000000000000                10            1
    7229.000000000000                 5           -1
    4197.000000000000                 2           -1
    6087.000000000000                 6           -1
    10351.00000000000                12            1
    2388.000000000000                16           -1
    9885.000000000000                13            1
    14278.00000000000                15            1
    170.0000000000000                 3            1
    4672.000000000000                12            1
    19382.00000000000                 5            1
    407.0000000000000                 4           -1
    2977.000000000000                16           -1
    7174.000000000000                 7            1
    1063.000000000000                 4           -1
    9127.000000000000                 9            1
    9015.000000000000                 4           -1
    19865.00000000000                 5            1
    973.0000000000000                14           -1
    9074.000000000000                13            1
    7457.000000000000                10            1
    1424.000000000000                 2            1
