// Blind test ARXPS001 June 15, 2005
// Physical Electronics, Inc

// "Measured" signals for 4 species - i.e., depth distributions - at 5 measurement angles
species  angle     signal       +/-(%)
1    	   1	   382.2        2.90
2    	   1	   290	        3.40
3    	   1	   7028.2       0.70 
4    	   1	   12.9         15.00
1    	   2	   664.5        2.20
2    	   2	   579.4        2.40
3    	   2	   9503.8       0.60 
4    	   2	   126.8        5.40
1    	   3	   917.8        2.30
2    	   3	   839.7        2.40
3    	   3	   11618.4      0.70 
4    	   3	   376.7        3.70
1    	   4	   1265.1       2.80 
2    	   4	   1242.9       2.90 
3    	   4	   14675.4      0.80 
4    	   4	   1171.8       3.00 
1    	   5	   1631.7       2.50 
2    	   5	   1684.5       2.50 
3    	   5	   17620.8      0.80 
4    	   5	   2571.6       2.00 

# So for the first species, the data would be
   I          +/-
 382.2        11.084
 664.5        14.619
 917.8        21.1094
 1265.1       35.4228
 1631.7       40.7925 



// Relative uncertainty (%) for each "measured" signal above                    
species  angle    +/- (%)
1    	   1	   2.90
2    	   1	   3.40
3    	   1	   0.70
4    	   1	   15.00
1    	   2	   2.20
2    	   2	   2.40
3    	   2	   0.60
4    	   2	   5.40
1    	   3	   2.30
2    	   3	   2.40
3    	   3	   0.70
4    	   3	   3.70
1    	   4	   2.80
2    	   4	   2.90
3    	   4	   0.80
4    	   4	   3.00
1    	   5	   2.50
2    	   5	   2.50
3    	   5	   0.80
4    	   5	   2.00

// Kernel calculated at 121 Z (depth) & 5 measurement angles: (Z_index angle_index kernel_value)
 Z       angle     K(Z,theta)
1          1	   1.00000000000000
2          1	   0.85763414544720
3          1	   0.73553632743695
4          1	   0.63082106962676
5          1	   0.54101368897944
6          1	   0.46399181282312
7          1	   0.39793522188506
8          1	   0.34128283396473
9          1	   0.29269581166314
10         1	   0.25102592231169
11         1	   0.21528840236689
12         1	   0.18463868498862
13         1	   0.15835244081671
14         1	   0.13580846025932
15         1	   0.11647397275900
16         1	   0.09989205609400
17         1	   0.08567083816515
18         1	   0.07347423607951
19         1	   0.06301401367244
20         1	   0.05404296976716
21         1	   0.04634909619369
22         1	   0.03975056750632
23         1	   0.03409144399433
24         1	   0.02923798643713
25         1	   0.02507549551261
26         1	   0.02150560116562
27         1	   0.01844393787801
28         1	   0.01581815090069
29         1	   0.01356618633026
30         1	   0.01163482462033
31         1	   0.00997842287069
32         1	   0.00855783617161
33         1	   0.00733949251192
34         1	   0.00629459938848
35         1	   0.00539846336747
36         1	   0.00462990651689
37         1	   0.00397076591911
38         1	   0.00340546443581
39         1	   0.00292064258125
40         1	   0.00250484280433
41         1	   0.00214823871797
42         1	   0.00184240287710
43         1	   0.00158010761707
44         1	   0.00135515424588
45         1	   0.00116222655362
46         1	   0.00099676517713
47         1	   0.00085485985090
48         1	   0.00073315699770
49         1	   0.00062878047520
50         1	   0.00053926360552
51         1	   0.00046249088149
52         1	   0.00039664797193
53         1	   0.00034017884445
54         1	   0.00029174899256
55         1	   0.00025021389792
56         1	   0.00021459198252
57         1	   0.00018404141155
58         1	   0.00015784019872
59         1	   0.00013536914395
60         1	   0.00011609720009
61         1	   0.00009956892299
62         1	   0.00008539370818
63         1	   0.00007323655994
64         1	   0.00006281017450
65         1	   0.00005386815033
66         1	   0.00004619916508
67         1	   0.00003962198146
68         1	   0.00003398116421
69         1	   0.00002914340673
70         1	   0.00002499438073
71         1	   0.00002143603436
72         1	   0.00001838427501
73         1	   0.00001576698198
74         1	   0.00001352230212
75         1	   0.00001159718802
76         1	   0.00000994614444
77         1	   0.00000853015309
78         1	   0.00000731575055
79         1	   0.00000627423747
80         1	   0.00000538100029
81         1	   0.00000461492959
82         1	   0.00000395792119
83         1	   0.00000339444836
84         1	   0.00000291119482
85         1	   0.00000249674008
86         1	   0.00000214128955
87         1	   0.00000183644303
88         1	   0.00000157499625
89         1	   0.00000135077056
90         1	   0.00000115846696
91         1	   0.00000099354082
92         1	   0.00000085209453
93         1	   0.00000073078536
94         1	   0.00000062674648
95         1	   0.00000053751918
96         1	   0.00000046099481
97         1	   0.00000039536489
98         1	   0.00000033907843
99         1	   0.00000029080524
100        1	   0.00000024940450
101        1	   0.00000021389782
102        1	   0.00000018344607
103        1	   0.00000015732961
104        1	   0.00000013493125
105        1	   0.00000011572165
106        1	   0.00000009924684
107        1	   0.00000008511747
108        1	   0.00000007299965
109        1	   0.00000006260699
110        1	   0.00000005369390
111        1	   0.00000004604972
112        1	   0.00000003949381
113        1	   0.00000003387124
114        1	   0.00000002904913
115        1	   0.00000002491353
116        1	   0.00000002136669
117        1	   0.00000001832481
118        1	   0.00000001571598
119        1	   0.00000001347856
120        1	   0.00000001155967
121        1	   0.00000000991397
1          2	   1.00000000000000
2          2	   0.89571368664395
3          2	   0.80230300844130
4          2	   0.71863378549649
5          2	   0.64369011735396
6          2	   0.57656204807139
7          2	   0.51643451765701
8          2	   0.46257746572075
9          2	   0.41433696717915
10         2	   0.37112729238491
11         2	   0.33242379527628
12         2	   0.29775654319509
13         2	   0.26670461102763
14         2	   0.23889097038850
15         2	   0.21397791179263
16         2	   0.19166294423215
17         2	   0.17167512237122
18         2	   0.15377175676417
19         2	   0.13773546715296
20         2	   0.12337154306520
21         2	   0.11050557966588
22         2	   0.09898136015726
23         2	   0.08865895901549
24         2	   0.07941304303378
25         2	   0.07113134954340
26         2	   0.06371332333548
27         2	   0.05706889573316
28         2	   0.05111739098985
29         2	   0.04578654673514
30         2	   0.04101163657482
31         2	   0.03673468419174
32         2	   0.03290375940508
33         2	   0.02947234764117
34         2	   0.02639878515973
35         2	   0.02364575317834
36         2	   0.02117982475284
37         2	   0.01897105891184
38         2	   0.01699263711747
39         2	   0.01522053763829
40         2	   0.01363324388069
41         2	   0.01221148313729
42         2	   0.01093799258030
43         2	   0.00979730965858
44         2	   0.00877558435348
45         2	   0.00786041101371
46         2	   0.00704067772763
47         2	   0.00630643140388
48         2	   0.00564875692234
49         2	   0.00505966888787
50         2	   0.00453201467275
51         2	   0.00405938757045
52         2	   0.00363604900625
53         2	   0.00325685886020
54         2	   0.00291721305655
55         2	   0.00261298766161
56         2	   0.00234048881153
57         2	   0.00209640786193
58         2	   0.00187778121472
59         2	   0.00168195433455
60         2	   0.00150654951776
61         2	   0.00134943702267
62         2	   0.00120870921047
63         2	   0.00108265738299
64         2	   0.00096975103589
65         2	   0.00086861927548
66         2	   0.00077803417353
67         2	   0.00069689585791
68         2	   0.00062421915809
69         2	   0.00055912164337
70         2	   0.00050081290847
71         2	   0.00044858497656
72         2	   0.00040180370313
73         2	   0.00035990107624
74         2	   0.00032236831982
75         2	   0.00028874971621
76         2	   0.00025863707282
77         2	   0.00023166476600
78         2	   0.00020750530162
79         2	   0.00018586533871
80         2	   0.00016648212776
81         2	   0.00014912032041
82         2	   0.00013356911195
83         2	   0.00011963968169
84         2	   0.00010716290035
85         2	   0.00009598727655
86         2	   0.00008597711735
87         2	   0.00007701088075
88         2	   0.00006897969990
89         2	   0.00006178606130
90         2	   0.00005534262075
91         2	   0.00004957114286
92         2	   0.00004440155113
93         2	   0.00003977107705
94         2	   0.00003562349805
95         2	   0.00003190845477
96         2	   0.00002858083966
97         2	   0.00002560024925
98         2	   0.00002293049364
99         2	   0.00002053915699
100        2	   0.00001839720403
101        2	   0.00001647862745
102        2	   0.00001476013214
103        2	   0.00001322085238
104        2	   0.00001184209842
105        2	   0.00001060712964
106        2	   0.00000950095119
107        2	   0.00000851013202
108        2	   0.00000762264172
109        2	   0.00000682770452
110        2	   0.00000611566839
111        2	   0.00000547788788
112        2	   0.00000490661915
113        2	   0.00000439492592
114        2	   0.00000393659530
115        2	   0.00000352606229
116        2	   0.00000315834225
117        2	   0.00000282897038
118        2	   0.00000253394749
119        2	   0.00000226969145
120        2	   0.00000203299370
121        2	   0.00000182098028
1          3	   1.00000000000000
2          3	   0.91651912931552
3          3	   0.84000731440129
4          3	   0.76988277241374
5          3	   0.70561228824766
6          3	   0.64670716005908
7          3	   0.59271948325947
8          3	   0.54323874472531
9          3	   0.49788870132610
10         3	   0.45632451903544
11         3	   0.41823015087168
12         3	   0.38331593373042
13         3	   0.35131638583537
14         3	   0.32198818806011
15         3	   0.29510833377073
16         3	   0.27047243312131
17         3	   0.24789315890819
18         3	   0.22719882216581
19         3	   0.20823206667292
20         3	   0.19084867244264
21         3	   0.17491645909815
22         3	   0.16031428079559
23         3	   0.14693110505162
24         3	   0.13466516847128
25         3	   0.12342320295642
26         3	   0.11311972651096
27         3	   0.10367639325023
28         3	   0.09502139767228
29         3	   0.08708892866094
30         3	   0.07981866906934
31         3	   0.07315533707856
32         3	   0.06704826584403
33         3	   0.06145101823348
34         3	   0.05632103372690
35         3	   0.05161930479353
36         3	   0.04731008028524
37         3	   0.04336059359088
38         3	   0.03974081348451
39         3	   0.03642321577312
40         3	   0.03338257400725
41         3	   0.03059576766343
42         3	   0.02804160633963
