 Results of <E(T)E(0)>
           40            9    10.00000        0.000000000000000     
#No. bin=    1 from processor    0
  25.94447770  22.01398129  19.23133848  17.07581281  15.44337830  14.21745026
  13.18852297  12.42637338  11.75118315  11.15639273  10.71045114  10.32426750
  10.03471198   9.82973787   9.56431201   9.41190051   9.34073166   9.23836064
   9.04604631   8.97488409   8.98182457   9.02411986   9.07320603   9.16503650
   9.24676758   9.37628097   9.52726763   9.67856999   9.93485965  10.14049193
  10.50971975  10.82990441  11.43130222  12.07303785  12.93466733  13.96693543
  15.30624659  16.92011157  19.08019128  21.94060592   4.34265402   5.08399733
   5.75312034   6.03800973   6.34195549   6.58155754   6.65090641   6.83493255
   6.91529160   7.00808123   7.03776169   7.05838029   7.15409618   7.18260318
   7.19367679   7.13601216   7.12529979   7.15444148   7.19794362   7.23887013
   7.21896213   7.24736679   7.23421579   7.21365693   7.09344099   7.05751758
   7.06942608   7.06815270   7.06557947   7.02328262   7.05290979   6.96330657
   7.02707915   6.92516334   6.74818911   6.62671929   6.42219495   6.08030577
   5.66062986   5.16799647   6.71155772   6.76520993   6.89777820   6.95608230
   7.05054036   7.07276747   7.03858759   7.14499246   7.10407342   7.09284623
   7.05672768   7.12644929   7.19337371   7.14823767   7.18331248   7.16817174
   7.10980838   7.18066764   7.18938311   7.12840809   7.16573552   7.19911934
   7.17121103   7.18782538   7.08593713   7.04633950   7.06077041   7.09327485
   7.06558739   7.04307262   7.08239770   6.97868326   7.05226000   7.05506668
   6.92546432   6.90788530   6.89544125   6.87886511   6.79738988   6.78620169
   4.16463808   5.03362542   5.65057048   6.01885620   6.34701722   6.57375388
   6.75610728   6.87134802   6.89876014   7.03957233   7.06265018   7.09806741
   7.09982725   7.07784819   7.09640832   7.07169297   6.99796584   7.08049267
   7.06332197   6.98423092   6.98735297   6.97595612   6.98622874   7.02715578
   7.00581082   6.98122565   7.02364312   7.03548660   7.03751070   7.01430437
   7.00673298   6.94036145   6.96407713   6.79123182   6.70205673   6.54107015
   6.33373974   6.10312695   5.71348750   5.11847999   6.51743966   6.61552448
   6.71678863   6.73303191   6.82090818   6.92352395   6.97013666   6.96260603
   6.90901734   6.97408772   6.98423756   6.97881333   7.02161406   7.00159800
   7.01961296   7.04709006   6.99954193   7.04952847   7.02829435   6.97791588
   6.99522935   6.99894335   6.97609841   6.97482069   6.96305775   6.93262695
   6.99072522   6.98707605   7.00344101   6.95781763   6.96071120   6.92200462
   7.02159630   6.96456195   6.88896314   6.85407351   6.80455036   6.71733910
   6.65226044   6.57706448   6.55215726   6.58629485   6.61146434   6.62390044
   6.73218430   6.84155263   6.88126197   6.95054168   6.88785666   6.91481160
   6.96360635   6.92913551   6.95432175   6.92112433   6.88876654   6.91348011
   6.88699676   6.91943817   7.00991489   7.03538334   7.01671356   7.00854830
   6.96349358   7.06973445   7.10474338   7.06975069   7.06269693   7.05924057
   7.08584847   7.01175728   6.97331808   6.90474156   6.94616102   6.86674961
   6.77708571   6.75060622   6.71227679   6.69150391   6.68252240   6.60079844
   6.68005117   6.80706125   6.90599759   6.81973135   6.88057984   6.98486865
   6.94554400   6.91783507   6.86329130   6.84086715   6.87194249   6.92081096
   7.02430980   7.01961735   7.02693644   6.96170598   7.02822398   7.00685023
   7.06434928   7.12690752   7.14104522   7.11830113   7.13614320   7.14361833
   7.12614782   7.08346035   7.03888802   7.10298803   7.00290595   6.95450719
   6.94892493   6.83445240   6.90965756   6.94243445   6.98629130   6.94768094
   6.98351310   6.81516799   6.79732167   6.68996304   6.70413329   6.72695728
   6.77996241   6.82035368   6.89872831   6.97644120   6.99036446   7.00123801
   6.97354277   7.02194611   7.04256022   7.08666651   7.08051508   7.02306983
   7.05446088   6.99548983   7.07202694   7.10462197   7.07040435   7.09376511
   7.17761558   7.17149946   7.21584162   7.25223242   7.15274570   7.06009938
   7.07747896   7.07844309   7.05719113   6.99212808   6.99953894   6.92440791
   6.99848375   6.97047396   6.88864922   6.86333793   6.83615027   6.77522953
   6.78218958   6.73968131   6.45370303   6.51012614   6.52148511   6.50267230
   6.61032114   6.63751833   6.68015258   6.70432761   6.67606632   6.70985068
   6.76708765   6.87439289   7.01985224   7.06804272   7.13193993   7.15328453
   7.17948528   7.25763066   7.26244167   7.26120305   7.27368761   7.33902977
   7.37697142   7.34796651   7.28516239   7.25223379   7.18602371   7.17218679
   7.13608778   7.10616689   7.07311055   6.87411258   6.95634980   6.91903949
   6.83752850   6.82408030   6.78529121   6.67348812   6.55522758   6.50354315
   0.75200000   2.29054062
#No. bin=    1 from processor    1
  27.81956419  23.44211117  20.35114159  17.96786240  16.21990583  14.84902035
  13.78783835  12.94599934  12.28136777  11.88069755  11.34878330  11.00685674
  10.78777718  10.50909835  10.32802961  10.15183351  10.20336881   9.96443558
   9.91034766   9.82427599   9.73457222   9.73327254   9.87088153   9.94072486
   9.93913301  10.01973582  10.17454709  10.30286779  10.52236418  10.80170727
  11.05379551  11.63612610  11.97491118  12.77216812  13.71095936  14.73776125
  16.13701479  18.04130311  20.33484961  23.43425876   4.77782198   5.46090204
   6.08460467   6.40539867   6.80062053   7.00356393   7.14674657   7.27738545
   7.36484969   7.51467006   7.45759680   7.58164377   7.61955181   7.53137225
   7.49617871   7.53730915   7.34126375   7.30599374   7.65761692   7.69794913
   7.54699143   7.43125109   7.47941763   7.55790197   7.54204660   7.49092421
   7.52033616   7.51132320   7.47799252   7.45281772   7.34462157   7.29051319
   6.97870558   7.10003406   6.95075709   6.66841286   6.62141893   6.44233674
   6.10622003   5.55767731   7.20270254   7.16646564   7.49994495   7.59545116
   7.65468781   7.62720801   7.57846048   7.57520289   7.58227579   7.65760750
   7.49170694   7.54231218   7.57625310   7.60764369   7.52140104   7.57519674
   7.63677073   7.64687076   7.68568812   7.85564396   7.81145428   7.95978796
   7.89139070   7.93665843   7.90276402   7.91101683   7.84047590   7.97249062
   7.83121510   7.83014484   7.76457189   7.86598718   7.47805296   7.51343108
   7.49358533   7.38534987   7.46603367   7.53685235   7.44239015   7.17328102
   4.56787585   5.41096007   6.13029435   6.46597056   6.80620025   7.01609404
   7.09942409   7.21611237   7.39515432   7.69430060   7.41820388   7.46990639
   7.32471063   7.21631626   7.14949137   7.13094341   7.31807006   7.31763529
   7.40020476   7.37080101   7.48755233   7.52012268   7.50828198   7.49767728
   7.52504775   7.43725009   7.53893031   7.60932226   7.42150271   7.43304077
   7.42772808   7.25468825   7.39333660   7.26827571   7.10302969   6.96134092
   6.70227012   6.51914444   6.15532273   5.48731245   7.12645886   7.11980060
   7.34222723   7.31546868   7.44050405   7.50264639   7.52112208   7.47126617
   7.47211434   7.67665481   7.53473217   7.61111576   7.69980443   7.74974458
   7.70414378   7.70745212   7.89281811   7.88121719   7.73793831   7.65841134
   7.62369677   7.58839059   7.59800765   7.63372658   7.66289824   7.57863695
   7.57823350   7.54161578   7.56959789   7.54127012   7.55812352   7.49925629
   7.58966454   7.45325347   7.45162454   7.35304071   7.22629642   7.13831660
   7.00269048   7.12474381   7.30385133   7.23816778   7.23836146   7.19798801
   7.29527079   7.31895884   7.32997551   7.39059766   7.52449874   7.58608628
   7.58279412   7.61780398   7.53506875   7.45522859   7.38261212   7.39749292
   7.44649552   7.48690646   7.43393887   7.56776936   7.59983396   7.57158534
   7.51202385   7.64666649   7.59733007   7.57656396   7.50650845   7.49802778
   7.68921297   7.60067693   7.54224163   7.66414531   7.72511877   7.45053749
   7.51347433   7.51982003   7.42272121   7.45403902   7.47233747   7.32061379
   7.12164001   7.14043559   7.34636721   7.30852802   7.31507575   7.39018733
